,LSOA11CD,LSOA11NM,LSOA21CD,LSOA21NM,CHGIND,LAD22CD,LAD22NM,TotalRes11,TotalRes21,sqkm21,prop21
2302,E01002469,Hillingdon 010D,E01002469,Hillingdon 010D,U,E09000017,Hillingdon,1670,1656,0.2313605918005647,1.0
2303,E01002452,Hillingdon 014C,E01002452,Hillingdon 014C,U,E09000017,Hillingdon,1539,1538,0.3416873961545726,1.0
2304,E01002377,Havering 010D,E01002377,Havering 010D,U,E09000016,Havering,1638,1774,0.430110292007004,1.0
2305,E01002209,Harrow 025B,E01002209,Harrow 025B,U,E09000015,Harrow,1643,1861,0.27197481370158466,1.0
2306,E01002453,Hillingdon 014D,E01002453,Hillingdon 014D,U,E09000017,Hillingdon,1692,1784,0.2698998666963557,1.0
2307,E01002378,Havering 010E,E01002378,Havering 010E,U,E09000016,Havering,1678,1706,0.23969839979418184,1.0
2308,E01002470,Hillingdon 007D,E01002470,Hillingdon 007D,U,E09000017,Hillingdon,1684,1834,0.38492990379189657,1.0
2309,E01002454,Hillingdon 014E,E01002454,Hillingdon 014E,U,E09000017,Hillingdon,1777,1920,1.6502815923703362,1.0
2310,E01002379,Havering 012D,E01002379,Havering 012D,U,E09000016,Havering,1466,1600,0.3575555503705177,1.0
2311,E01002380,Havering 012E,E01002380,Havering 012E,U,E09000016,Havering,2076,2286,0.3008612007440444,1.0
2312,E01002381,Havering 012F,E01002381,Havering 012F,U,E09000016,Havering,1539,1561,0.3711521735669366,1.0
2313,E01002382,Havering 014F,E01002382,Havering 014F,U,E09000016,Havering,1776,1815,0.31441334289834083,1.0
2314,E01002383,Havering 010F,E01002383,Havering 010F,U,E09000016,Havering,1579,1666,0.292384178017477,1.0
2315,E01002384,Havering 019D,E01002384,Havering 019D,U,E09000016,Havering,1522,1639,0.47777767261207377,1.0
2316,E01002385,Havering 024A,E01002385,Havering 024A,U,E09000016,Havering,1596,1575,9.932271466625295,1.0
2317,E01002386,Havering 022E,E01002386,Havering 022E,U,E09000016,Havering,1846,2057,0.5461825879055071,1.0
2318,E01002387,Havering 024B,E01002387,Havering 024B,U,E09000016,Havering,1605,1607,1.3678084456473487,1.0
2319,E01002388,Havering 024C,E01002388,Havering 024C,U,E09000016,Havering,1658,1649,0.36659664782840284,1.0
2320,E01002389,Havering 024D,E01002389,Havering 024D,U,E09000016,Havering,1535,1593,0.873293322435566,1.0
2321,E01002390,Havering 024E,E01002390,Havering 024E,U,E09000016,Havering,1449,1488,0.33999348232361615,1.0
2322,E01002391,Havering 018E,E01002391,Havering 018E,U,E09000016,Havering,1622,1739,8.630288206523566,1.0
2323,E01002392,Hillingdon 020A,E01002392,Hillingdon 020A,U,E09000017,Hillingdon,1675,1760,0.46824088601570435,1.0
2324,E01002393,Hillingdon 020B,E01002393,Hillingdon 020B,U,E09000017,Hillingdon,1988,2130,0.3261723241526371,1.0
2325,E01002394,Hillingdon 021A,E01002394,Hillingdon 021A,U,E09000017,Hillingdon,1619,1746,0.29365031011614584,1.0
2326,E01002395,Hillingdon 021B,E01002395,Hillingdon 021B,U,E09000017,Hillingdon,1407,1386,0.1730132127206575,1.0
2327,E01002359,Havering 020A,E01002359,Havering 020A,U,E09000016,Havering,1322,1313,0.22762322335789634,1.0
2328,E01002360,Havering 020B,E01002360,Havering 020B,U,E09000016,Havering,1429,1484,0.3851403293658082,1.0
2329,E01002361,Havering 020C,E01002361,Havering 020C,U,E09000016,Havering,1700,1981,0.3631893337792977,1.0
2330,E01002511,Hillingdon 017E,E01002511,Hillingdon 017E,U,E09000017,Hillingdon,1522,1625,0.2441296148660549,1.0
2331,E01002512,Hillingdon 013C,E01002512,Hillingdon 013C,U,E09000017,Hillingdon,1741,2057,1.1884438605821586,1.0
2332,E01002513,Hillingdon 013D,E01002513,Hillingdon 013D,U,E09000017,Hillingdon,1341,1438,0.5670474952342771,1.0
2333,E01002514,Hillingdon 015C,E01002514,Hillingdon 015C,U,E09000017,Hillingdon,1876,1960,0.28508612351780244,1.0
2334,E01002516,Hillingdon 013E,E01002516,Hillingdon 013E,U,E09000017,Hillingdon,1454,1467,0.5873658593959763,1.0
2335,E01002518,Hillingdon 022C,E01002518,Hillingdon 022C,U,E09000017,Hillingdon,1333,1319,0.23038269953130205,1.0
2336,E01002218,Harrow 030A,E01002218,Harrow 030A,U,E09000015,Harrow,1647,1817,0.3264255081720888,1.0
2337,E01002219,Harrow 030B,E01002219,Harrow 030B,U,E09000015,Harrow,1813,1930,0.29325214655012705,1.0
2338,E01002220,Harrow 031C,E01002220,Harrow 031C,U,E09000015,Harrow,1628,1643,0.18961097442432587,1.0
2339,E01002221,Harrow 030C,E01002221,Harrow 030C,U,E09000015,Harrow,1564,1630,0.17083957730285113,1.0
2340,E01002222,Harrow 030D,E01002222,Harrow 030D,U,E09000015,Harrow,1608,1605,0.20912531573027365,1.0
2341,E01002223,Harrow 031D,E01002223,Harrow 031D,U,E09000015,Harrow,1873,1794,0.20383217930711697,1.0
2342,E01002224,Harrow 031E,E01002224,Harrow 031E,U,E09000015,Harrow,1530,1624,0.18264199080437613,1.0
2343,E01002225,Harrow 001C,E01002225,Harrow 001C,U,E09000015,Harrow,1575,1751,2.039579763195238,1.0
2344,E01002226,Harrow 001D,E01002226,Harrow 001D,U,E09000015,Harrow,2228,2623,0.6097737402449743,1.0
2345,E01002227,Harrow 003A,E01002227,Harrow 003A,U,E09000015,Harrow,1809,2275,0.32693259247959566,1.0
2346,E01002228,Harrow 003B,E01002228,Harrow 003B,U,E09000015,Harrow,2105,2251,0.4192283386873569,1.0
2347,E01002455,Hillingdon 019D,E01002455,Hillingdon 019D,U,E09000017,Hillingdon,1728,1982,0.366651573342255,1.0
2348,E01002229,Harrow 003C,E01002229,Harrow 003C,U,E09000015,Harrow,1717,1828,0.6306009173844349,1.0
2349,E01002313,Havering 001D,E01002313,Havering 001D,U,E09000016,Havering,1526,2260,0.3932136371627158,1.0
2350,E01002456,Hillingdon 017C,E01002456,Hillingdon 017C,U,E09000017,Hillingdon,1675,1736,0.312534547071508,1.0
2351,E01002230,Harrow 003D,E01002230,Harrow 003D,U,E09000015,Harrow,1795,1838,0.42994343717160477,1.0
2352,E01002122,Harrow 007D,E01002122,Harrow 007D,U,E09000015,Harrow,1706,1859,0.2042317898986249,1.0
2353,E01002457,Hillingdon 019E,E01002457,Hillingdon 019E,U,E09000017,Hillingdon,1560,1608,0.2273551037730691,1.0
2354,E01002231,Harrow 013E,E01002231,Harrow 013E,U,E09000015,Harrow,1924,2056,0.21477581565096893,1.0
2355,E01002261,Havering 026B,E01002261,Havering 026B,U,E09000016,Havering,1649,1786,0.2070617078344254,1.0
2356,E01002458,Hillingdon 011A,E01002458,Hillingdon 011A,U,E09000017,Hillingdon,1416,1437,0.9728872645030501,1.0
2357,E01002232,Harrow 011A,E01002232,Harrow 011A,U,E09000015,Harrow,1973,2153,0.22003470086870852,1.0
2358,E01002365,Havering 023D,E01002365,Havering 023D,U,E09000016,Havering,1316,1343,0.2278231203770615,1.0
2359,E01002459,Hillingdon 011B,E01002459,Hillingdon 011B,U,E09000017,Hillingdon,1624,1669,0.5102995966437817,1.0
2360,E01002123,Harrow 007E,E01002123,Harrow 007E,U,E09000015,Harrow,1735,1713,0.1717882467621485,1.0
2361,E01002233,Harrow 011B,E01002233,Harrow 011B,U,E09000015,Harrow,2031,2422,0.2020963356982953,1.0
2362,E01002460,Hillingdon 011C,E01002460,Hillingdon 011C,U,E09000017,Hillingdon,1338,1422,0.38188919674492,1.0
2363,E01002234,Harrow 011C,E01002234,Harrow 011C,U,E09000015,Harrow,1741,1962,0.1642002989076025,1.0
2364,E01002262,Havering 026C,E01002262,Havering 026C,U,E09000016,Havering,1626,1758,0.2232242296973256,1.0
2365,E01002235,Harrow 011D,E01002235,Harrow 011D,U,E09000015,Harrow,1922,1881,0.1719210180562485,1.0
2366,E01002314,Havering 004E,E01002314,Havering 004E,U,E09000016,Havering,1656,1855,0.18822757021157563,1.0
2367,E01002236,Harrow 011E,E01002236,Harrow 011E,U,E09000015,Harrow,1803,2327,0.2199856500795118,1.0
2368,E01002366,Havering 023E,E01002366,Havering 023E,U,E09000016,Havering,1464,1548,0.282515265351544,1.0
2369,E01002237,Harrow 024A,E01002237,Harrow 024A,U,E09000015,Harrow,1626,2114,0.1438047298814088,1.0
2370,E01002471,Hillingdon 008E,E01002471,Hillingdon 008E,U,E09000017,Hillingdon,1619,1632,0.264598737960908,1.0
2371,E01002238,Harrow 024B,E01002238,Harrow 024B,U,E09000015,Harrow,1804,1886,0.3433195799824199,1.0
2372,E01002210,Harrow 032D,E01002210,Harrow 032D,U,E09000015,Harrow,1604,1548,0.2051678648701194,1.0
2373,E01002239,Harrow 025C,E01002239,Harrow 025C,U,E09000015,Harrow,1678,1936,0.36041434486858986,1.0
2374,E01002124,Harrow 010A,E01002124,Harrow 010A,U,E09000015,Harrow,1769,1793,0.1680393441672143,1.0
2375,E01002240,Harrow 024C,E01002240,Harrow 024C,U,E09000015,Harrow,1739,1957,0.16855349369868647,1.0
2376,E01002263,Havering 026D,E01002263,Havering 026D,U,E09000016,Havering,1599,1608,0.8514158430818095,1.0
2377,E01002241,Harrow 025D,E01002241,Harrow 025D,U,E09000015,Harrow,1636,1902,0.23534273912402434,1.0
2378,E01002315,Havering 006D,E01002315,Havering 006D,U,E09000016,Havering,1537,1727,0.2186067220871699,1.0
2379,E01002242,Harrow 024D,E01002242,Harrow 024D,U,E09000015,Harrow,1890,1866,0.2697297017538938,1.0
2380,E01002367,Havering 020E,E01002367,Havering 020E,U,E09000016,Havering,1573,1743,0.3786510918838826,1.0
2381,E01002243,Havering 013A,E01002243,Havering 013A,U,E09000016,Havering,1873,1972,0.2362122713532489,1.0
2382,E01002472,Hillingdon 002A,E01002472,Hillingdon 002A,U,E09000017,Hillingdon,1571,1673,0.5383118628934196,1.0
2383,E01002244,Havering 011A,E01002244,Havering 011A,U,E09000016,Havering,1697,1814,0.33461046577296666,1.0
2384,E01002211,Harrow 028A,E01002211,Harrow 028A,U,E09000015,Harrow,1544,1486,0.17137709017321445,1.0
2385,E01002245,Havering 011B,E01002245,Havering 011B,U,E09000016,Havering,1592,1647,0.2551105380977011,1.0
2386,E01002125,Harrow 010B,E01002125,Harrow 010B,U,E09000015,Harrow,1678,1970,0.16946863313439575,1.0
2387,E01002246,Havering 017A,E01002246,Havering 017A,U,E09000016,Havering,1700,1841,0.543008632067599,1.0
2388,E01002247,Havering 017B,E01002247,Havering 017B,U,E09000016,Havering,1800,2486,0.32689401602096047,1.0
2389,E01002248,Havering 017C,E01002248,Havering 017C,U,E09000016,Havering,1397,1754,0.5356907195939559,1.0
2390,E01002250,Havering 017E,E01002250,Havering 017E,U,E09000016,Havering,1563,1833,1.0716423083400421,1.0
2391,E01002251,Havering 017F,E01002251,Havering 017F,U,E09000016,Havering,1430,1596,0.32535426238547593,1.0
2392,E01002252,Havering 018A,E01002252,Havering 018A,U,E09000016,Havering,1511,1591,1.155080174246121,1.0
2393,E01002253,Havering 019A,E01002253,Havering 019A,U,E09000016,Havering,1539,1583,1.0307661855035144,1.0
2394,E01002254,Havering 019B,E01002254,Havering 019B,U,E09000016,Havering,1616,1630,0.5624177258121152,1.0
2395,E01002255,Havering 022A,E01002255,Havering 022A,U,E09000016,Havering,1483,1543,0.5903227400637051,1.0
2396,E01002256,Havering 018B,E01002256,Havering 018B,U,E09000016,Havering,1498,1518,0.2794737325627654,1.0
2397,E01002257,Havering 019C,E01002257,Havering 019C,U,E09000016,Havering,1719,1736,0.7590771405714649,1.0
2398,E01002258,Havering 018C,E01002258,Havering 018C,U,E09000016,Havering,1676,1839,0.3003473674621502,1.0
2399,E01002259,Havering 018D,E01002259,Havering 018D,U,E09000016,Havering,1486,1548,1.878724027987189,1.0
2400,E01002729,Islington 021E,E01002729,Islington 021E,U,E09000019,Islington,1593,1497,0.13155973614661556,1.0
2401,E01002730,Islington 007A,E01002730,Islington 007A,U,E09000019,Islington,1781,1753,0.14109205780054992,1.0
2402,E01002732,Islington 005A,E01002732,Islington 005A,U,E09000019,Islington,1845,1807,0.1354738129667726,1.0
2403,E01002733,Islington 007C,E01002733,Islington 007C,U,E09000019,Islington,1392,1440,0.08909387719228982,1.0
2404,E01002734,Islington 005B,E01002734,Islington 005B,U,E09000019,Islington,1692,2366,0.11785492505654493,1.0
2405,E01002735,Islington 003A,E01002735,Islington 003A,U,E09000019,Islington,1645,2958,0.10849742066931432,1.0
2406,E01002737,Islington 005D,E01002737,Islington 005D,U,E09000019,Islington,1957,1947,0.07676857866338606,1.0
2407,E01002627,Hounslow 004D,E01002627,Hounslow 004D,U,E09000018,Hounslow,1662,1791,0.12454272116179102,1.0
2408,E01002576,Hounslow 008A,E01002576,Hounslow 008A,U,E09000018,Hounslow,1746,1682,0.18627437426329413,1.0
2409,E01002520,Hillingdon 016B,E01002520,Hillingdon 016B,U,E09000017,Hillingdon,1549,2036,0.5060238801836346,1.0
2410,E01002790,Islington 016D,E01002790,Islington 016D,U,E09000019,Islington,1435,1412,0.07888918237750647,1.0
2411,E01002521,Hillingdon 016C,E01002521,Hillingdon 016C,U,E09000017,Hillingdon,1716,2056,0.5418423146142273,1.0
2412,E01002577,Hounslow 007C,E01002577,Hounslow 007C,U,E09000018,Hounslow,1635,1662,0.3554023077888185,1.0
2413,E01002628,Hounslow 011D,E01002628,Hounslow 011D,U,E09000018,Hounslow,1940,2169,0.3544181887063965,1.0
2414,E01002738,Islington 009A,E01002738,Islington 009A,U,E09000019,Islington,1785,1873,0.25512604774601977,1.0
2415,E01002894,Kensington and Chelsea 017D,E01002894,Kensington and Chelsea 017D,U,E09000020,Kensington and Chelsea,1400,1319,0.10150032496661139,1.0
2416,E01002896,Kensington and Chelsea 020C,E01002896,Kensington and Chelsea 020C,U,E09000020,Kensington and Chelsea,1752,1586,0.11379410880897849,1.0
2417,E01002897,Kensington and Chelsea 020D,E01002897,Kensington and Chelsea 020D,U,E09000020,Kensington and Chelsea,1314,1492,0.14312623436923635,1.0
2418,E01002898,Kensington and Chelsea 017E,E01002898,Kensington and Chelsea 017E,U,E09000020,Kensington and Chelsea,1609,1667,0.1281958945949822,1.0
2419,E01002899,Kensington and Chelsea 018A,E01002899,Kensington and Chelsea 018A,U,E09000020,Kensington and Chelsea,1355,1250,0.07450120767824774,1.0
2420,E01002900,Kensington and Chelsea 018B,E01002900,Kensington and Chelsea 018B,U,E09000020,Kensington and Chelsea,1430,1690,0.12869858738772705,1.0
2421,E01002901,Kensington and Chelsea 018C,E01002901,Kensington and Chelsea 018C,U,E09000020,Kensington and Chelsea,1250,1041,0.3250121047668073,1.0
2422,E01002902,Kensington and Chelsea 018D,E01002902,Kensington and Chelsea 018D,U,E09000020,Kensington and Chelsea,1704,1226,0.13825088714384975,1.0
2423,E01002903,Kensington and Chelsea 018E,E01002903,Kensington and Chelsea 018E,U,E09000020,Kensington and Chelsea,1513,1276,0.11053980093290451,1.0
2424,E01002904,Kensington and Chelsea 002A,E01002904,Kensington and Chelsea 002A,U,E09000020,Kensington and Chelsea,1173,1295,0.0993574420050962,1.0
2425,E01002905,Kensington and Chelsea 002B,E01002905,Kensington and Chelsea 002B,U,E09000020,Kensington and Chelsea,1568,1672,0.16844837279282973,1.0
2426,E01002906,Kensington and Chelsea 002C,E01002906,Kensington and Chelsea 002C,U,E09000020,Kensington and Chelsea,1681,1751,0.1936365295226494,1.0
2427,E01002907,Kensington and Chelsea 002D,E01002907,Kensington and Chelsea 002D,U,E09000020,Kensington and Chelsea,1376,1285,0.05204087258522582,1.0
2428,E01002908,Kensington and Chelsea 003D,E01002908,Kensington and Chelsea 003D,U,E09000020,Kensington and Chelsea,1391,1393,0.09641310223559872,1.0
2429,E01002578,Hounslow 007D,E01002578,Hounslow 007D,U,E09000018,Hounslow,1502,1548,0.5050907314308387,1.0
2430,E01002909,Kensington and Chelsea 003E,E01002909,Kensington and Chelsea 003E,U,E09000020,Kensington and Chelsea,2154,2134,0.09936189616231231,1.0
2431,E01002523,Hillingdon 016D,E01002523,Hillingdon 016D,U,E09000017,Hillingdon,1625,1557,0.16829999812934648,1.0
2432,E01002739,Islington 013A,E01002739,Islington 013A,U,E09000019,Islington,1835,1839,0.11736186879522606,1.0
2433,E01002629,Hounslow 011E,E01002629,Hounslow 011E,U,E09000018,Hounslow,2087,2680,0.536750567734588,1.0
2434,E01002579,Hounslow 008B,E01002579,Hounslow 008B,U,E09000018,Hounslow,1746,1726,0.40454078647268943,1.0
2435,E01002791,Islington 016E,E01002791,Islington 016E,U,E09000019,Islington,1543,1861,0.14321129205313637,1.0
2436,E01002910,Kensington and Chelsea 019C,E01002910,Kensington and Chelsea 019C,U,E09000020,Kensington and Chelsea,1388,1369,0.14240684161417588,1.0
2437,E01002525,Hillingdon 029B,E01002525,Hillingdon 029B,U,E09000017,Hillingdon,1613,1802,0.509859409844078,1.0
2438,E01002580,Hounslow 008C,E01002580,Hounslow 008C,U,E09000018,Hounslow,1386,1451,0.11815562967494604,1.0
2439,E01002526,Hillingdon 028C,E01002526,Hillingdon 028C,U,E09000017,Hillingdon,1925,2963,0.2979397468451204,1.0
2440,E01002911,Kensington and Chelsea 019D,E01002911,Kensington and Chelsea 019D,U,E09000020,Kensington and Chelsea,1651,1285,0.12085495790807102,1.0
2441,E01002792,Islington 017E,E01002792,Islington 017E,U,E09000019,Islington,1869,1845,0.10531944542852871,1.0
2442,E01002630,Hounslow 012A,E01002630,Hounslow 012A,U,E09000018,Hounslow,1695,2070,0.23523319936112339,1.0
2443,E01002740,Islington 013B,E01002740,Islington 013B,U,E09000019,Islington,1826,2260,0.2220587306261434,1.0
2444,E01002793,Islington 016F,E01002793,Islington 016F,U,E09000019,Islington,1905,1845,0.10657950474630815,1.0
2445,E01002741,Islington 009B,E01002741,Islington 009B,U,E09000019,Islington,1513,1533,0.10643295437932941,1.0
2446,E01002794,Islington 020B,E01002794,Islington 020B,U,E09000019,Islington,1765,2040,0.18062875759425687,1.0
2447,E01002742,Islington 006A,E01002742,Islington 006A,U,E09000019,Islington,1561,2000,0.10678217675420518,1.0
2448,E01002631,Hounslow 004E,E01002631,Hounslow 004E,U,E09000018,Hounslow,1628,1837,0.20729079714530127,1.0
2449,E01002795,Islington 013D,E01002795,Islington 013D,U,E09000019,Islington,1997,1935,0.17631483482746402,1.0
2450,E01002650,Hounslow 021B,E01002650,Hounslow 021B,U,E09000018,Hounslow,2436,2525,1.7074111459434789,1.0
2451,E01002527,Hillingdon 031D,E01002527,Hillingdon 031D,U,E09000017,Hillingdon,1521,1603,0.8757348555466247,1.0
2452,E01002743,Islington 009C,E01002743,Islington 009C,U,E09000019,Islington,1672,1525,0.09716293831828025,1.0
2453,E01002581,Hounslow 008D,E01002581,Hounslow 008D,U,E09000018,Hounslow,1860,1881,0.1824279183897192,1.0
2454,E01002632,Hounslow 010C,E01002632,Hounslow 010C,U,E09000018,Hounslow,1832,1918,0.3669312616084481,1.0
2455,E01002912,Kensington and Chelsea 020E,E01002912,Kensington and Chelsea 020E,U,E09000020,Kensington and Chelsea,1690,1481,0.11211253934707507,1.0
2456,E01002796,Islington 013E,E01002796,Islington 013E,U,E09000019,Islington,1039,1109,0.07794921069040227,1.0
2457,E01002528,Hillingdon 028D,E01002528,Hillingdon 028D,U,E09000017,Hillingdon,1685,1888,0.34981715454501505,1.0
2458,E01002744,Islington 009D,E01002744,Islington 009D,U,E09000019,Islington,1442,1313,0.09895987656243117,1.0
2459,E01002582,Hounslow 008E,E01002582,Hounslow 008E,U,E09000018,Hounslow,1668,1662,0.17085596826641078,1.0
2460,E01002583,Hounslow 013A,E01002583,Hounslow 013A,U,E09000018,Hounslow,1706,1809,0.40404139912194087,1.0
2461,E01002584,Hounslow 013B,E01002584,Hounslow 013B,U,E09000018,Hounslow,1691,2125,0.3281014675412807,1.0
2462,E01002585,Hounslow 013C,E01002585,Hounslow 013C,U,E09000018,Hounslow,1651,1831,0.20763969557673956,1.0
2463,E01002586,Hounslow 013D,E01002586,Hounslow 013D,U,E09000018,Hounslow,1650,1837,0.4284314619637136,1.0
2464,E01002587,Hounslow 016A,E01002587,Hounslow 016A,U,E09000018,Hounslow,1895,2386,0.22501498100482947,1.0
2465,E01002588,Hounslow 016B,E01002588,Hounslow 016B,U,E09000018,Hounslow,1755,2026,0.1420087120715763,1.0
2466,E01002589,Hounslow 013E,E01002589,Hounslow 013E,U,E09000018,Hounslow,1982,2507,0.9873919430954635,1.0
2467,E01002590,Hounslow 022C,E01002590,Hounslow 022C,U,E09000018,Hounslow,1839,2666,0.35273673215673157,1.0
2468,E01002591,Hounslow 024A,E01002591,Hounslow 024A,U,E09000018,Hounslow,1729,1906,0.3255381042620057,1.0
2469,E01002592,Hounslow 022D,E01002592,Hounslow 022D,U,E09000018,Hounslow,1999,2151,1.7235992646936786,1.0
2470,E01002593,Hounslow 024B,E01002593,Hounslow 024B,U,E09000018,Hounslow,2118,2263,0.444539024008445,1.0
2471,E01002594,Hounslow 024C,E01002594,Hounslow 024C,U,E09000018,Hounslow,1954,2311,0.26754702961251503,1.0
2472,E01002595,Hounslow 022E,E01002595,Hounslow 022E,U,E09000018,Hounslow,1924,2259,0.27070327499491237,1.0
2473,E01002596,Hounslow 027A,E01002596,Hounslow 027A,U,E09000018,Hounslow,1996,2143,0.46132982253885396,1.0
2474,E01002598,Hounslow 025B,E01002598,Hounslow 025B,U,E09000018,Hounslow,1840,1927,0.22448854753736366,1.0
2475,E01002599,Hounslow 025C,E01002599,Hounslow 025C,U,E09000018,Hounslow,1607,1579,0.18253235315029132,1.0
2476,E01002600,Hounslow 025D,E01002600,Hounslow 025D,U,E09000018,Hounslow,1524,1655,0.15891528107466774,1.0
2477,E01002601,Hounslow 027B,E01002601,Hounslow 027B,U,E09000018,Hounslow,1665,1875,1.565991587219649,1.0
2478,E01002602,Hounslow 027C,E01002602,Hounslow 027C,U,E09000018,Hounslow,1477,1494,0.20957928667809417,1.0
2479,E01002603,Hounslow 025E,E01002603,Hounslow 025E,U,E09000018,Hounslow,1924,1947,0.2227310876201402,1.0
2480,E01002604,Hounslow 026A,E01002604,Hounslow 026A,U,E09000018,Hounslow,1733,1638,0.30033101264844414,1.0
2481,E01002605,Hounslow 026B,E01002605,Hounslow 026B,U,E09000018,Hounslow,1847,2354,0.32819389898339857,1.0
2482,E01002606,Hounslow 026C,E01002606,Hounslow 026C,U,E09000018,Hounslow,1641,1689,0.20797563305274766,1.0
2483,E01002607,Hounslow 026D,E01002607,Hounslow 026D,U,E09000018,Hounslow,1923,2447,0.3438358218229028,1.0
2484,E01002608,Hounslow 028A,E01002608,Hounslow 028A,U,E09000018,Hounslow,1717,1898,0.3445139421811046,1.0
2485,E01002609,Hounslow 028B,E01002609,Hounslow 028B,U,E09000018,Hounslow,1730,1821,0.21244810591335753,1.0
2486,E01002610,Hounslow 028C,E01002610,Hounslow 028C,U,E09000018,Hounslow,1564,1762,1.5138887668014007,1.0
2487,E01002611,Hounslow 024D,E01002611,Hounslow 024D,U,E09000018,Hounslow,1785,2025,0.8611604905276594,1.0
2488,E01002612,Hounslow 024E,E01002612,Hounslow 024E,U,E09000018,Hounslow,1670,2104,0.33228162694911173,1.0
2489,E01002613,Hounslow 024F,E01002613,Hounslow 024F,U,E09000018,Hounslow,1761,1926,0.22360804745451648,1.0
2490,E01002614,Hounslow 027D,E01002614,Hounslow 027D,U,E09000018,Hounslow,1746,2122,0.5958707496600679,1.0
2491,E01002615,Hounslow 026E,E01002615,Hounslow 026E,U,E09000018,Hounslow,1470,1624,0.949736455962622,1.0
2492,E01002616,Hounslow 027E,E01002616,Hounslow 027E,U,E09000018,Hounslow,1382,1624,0.22730208632923082,1.0
2493,E01002617,Hounslow 028D,E01002617,Hounslow 028D,U,E09000018,Hounslow,1594,1634,0.4512214259579779,1.0
2494,E01002618,Hounslow 011A,E01002618,Hounslow 011A,U,E09000018,Hounslow,1758,2060,0.23052383928492723,1.0
2495,E01002619,Hounslow 010A,E01002619,Hounslow 010A,U,E09000018,Hounslow,1959,2091,0.23745270461533008,1.0
2496,E01002620,Hounslow 004A,E01002620,Hounslow 004A,U,E09000018,Hounslow,1851,2753,0.3039062046408596,1.0
2497,E01002621,Hounslow 011B,E01002621,Hounslow 011B,U,E09000018,Hounslow,1817,2007,0.28390222653664515,1.0
2498,E01002622,Hounslow 010B,E01002622,Hounslow 010B,U,E09000018,Hounslow,1731,1920,0.2054776262233421,1.0
2499,E01002623,Hounslow 011C,E01002623,Hounslow 011C,U,E09000018,Hounslow,1667,1925,0.20081584596404015,1.0
2500,E01002624,Hounslow 017A,E01002624,Hounslow 017A,U,E09000018,Hounslow,1505,1776,0.22258037663260039,1.0
2501,E01002625,Hounslow 004B,E01002625,Hounslow 004B,U,E09000018,Hounslow,1681,1712,0.19559560670460568,1.0
2502,E01002651,Hounslow 021C,E01002651,Hounslow 021C,U,E09000018,Hounslow,1778,1909,0.13100677248659917,1.0
2503,E01002530,Hillingdon 029D,E01002530,Hillingdon 029D,U,E09000017,Hillingdon,1634,1788,0.2683142854701823,1.0
2504,E01002531,Hillingdon 029E,E01002531,Hillingdon 029E,U,E09000017,Hillingdon,1617,1682,0.34193263192368323,1.0
2505,E01002914,Kensington and Chelsea 019E,E01002914,Kensington and Chelsea 019E,U,E09000020,Kensington and Chelsea,1564,1194,0.1779407403234615,1.0
2506,E01002533,Hillingdon 005A,E01002533,Hillingdon 005A,U,E09000017,Hillingdon,1462,1457,1.3358428927607446,1.0
2507,E01002915,Kingston upon Thames 014A,E01002915,Kingston upon Thames 014A,U,E09000021,Kingston upon Thames,1304,1394,0.292901949562497,1.0
2508,E01002534,Hillingdon 005B,E01002534,Hillingdon 005B,U,E09000017,Hillingdon,1465,1523,0.40921242006200376,1.0
2509,E01002916,Kingston upon Thames 014B,E01002916,Kingston upon Thames 014B,U,E09000021,Kingston upon Thames,1478,1478,0.439876993414501,1.0
2510,E01002652,Hounslow 021D,E01002652,Hounslow 021D,U,E09000018,Hounslow,1765,1918,0.19288575336519329,1.0
2511,E01002535,Hillingdon 007E,E01002535,Hillingdon 007E,U,E09000017,Hillingdon,1767,2188,0.40829420709085745,1.0
2512,E01002917,Kingston upon Thames 014C,E01002917,Kingston upon Thames 014C,U,E09000021,Kingston upon Thames,1397,1429,0.2757415462273896,1.0
2513,E01002653,Hounslow 019A,E01002653,Hounslow 019A,U,E09000018,Hounslow,1813,1899,0.2142262948167473,1.0
2514,E01002536,Hillingdon 009D,E01002536,Hillingdon 009D,U,E09000017,Hillingdon,1420,1330,0.39130993077926607,1.0
2515,E01002918,Kingston upon Thames 017A,E01002918,Kingston upon Thames 017A,U,E09000021,Kingston upon Thames,1758,1791,0.4368981302440174,1.0
2516,E01002654,Hounslow 019B,E01002654,Hounslow 019B,U,E09000018,Hounslow,1785,1912,0.4270658177382463,1.0
2517,E01002537,Hillingdon 009E,E01002537,Hillingdon 009E,U,E09000017,Hillingdon,1404,2483,0.45183420957227044,1.0
2518,E01002919,Kingston upon Thames 017B,E01002919,Kingston upon Thames 017B,U,E09000021,Kingston upon Thames,1705,1990,0.7673442764347083,1.0
2519,E01002655,Hounslow 019C,E01002655,Hounslow 019C,U,E09000018,Hounslow,1885,1868,0.25403850826779273,1.0
2520,E01002538,Hillingdon 005C,E01002538,Hillingdon 005C,U,E09000017,Hillingdon,1569,1688,1.0204431219335908,1.0
2521,E01002920,Kingston upon Thames 014D,E01002920,Kingston upon Thames 014D,U,E09000021,Kingston upon Thames,1604,1593,0.4645894961780634,1.0
2522,E01002656,Hounslow 019D,E01002656,Hounslow 019D,U,E09000018,Hounslow,1318,1418,0.20583244353249622,1.0
